Serial Number,Basin of origin,Name,Date,Time,Latitude,Longitude,CI No,Estimated Central Pressure (hPa),Maximum Sustained Surface Wind (kt),Pressure_drop_(hPa),Grade,outermost_closed_isobar_(hPa),diameter_size_of_outermost_closed_isobar,Year,Unnamed: 15,Unnamed: 16
12.0,BOB,,2005-12-18 00:00:00,1500,10.5,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-18 00:00:00,1800,11.0,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-18 00:00:00,2100,11.0,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,0,11.0,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,300,11.0,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,600,11.0,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,900,11.0,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,1200,11.0,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,1500,11.5,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,1800,11.5,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-19 00:00:00,2100,11.5,82.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,0,11.5,83,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,300,11.5,83.5,2.0,1000,30,5,DD,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,600,11.5,84,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,900,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,1200,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,1500,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,1800,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-20 00:00:00,2100,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,0,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,300,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,600,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,900,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,1200,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,1500,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,1800,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-21 00:00:00,2100,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
12.0,BOB,,2005-12-22 00:00:00,0,12.0,84.5,1.5,1002,25,4,D,    ,,2005,,
1.0,ARB,,2006-01-13 00:00:00,1200,5.0,77,1.5,1006, 25, 4,D,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,0,5.0,76,1.5,1006, 25, 4,D,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,300,5.0,75.5,2.0,1006, 30, 4,DD,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,600,7.0,74,2.0,1006, 30, 4,DD,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,900,7.0,73.5,2.0,1004, 30, 4,DD,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,1200,7.0,73,2.0,1004, 25, 4,D,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,1500,7.0,72.5,1.5,1004, 25, 4,D,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,1800,7.0,72.5,1.5,1004, 25, 4,D,    ,,2006,,
1.0,ARB,,2006-01-14 00:00:00,2100,7.0,72,1.5,1006, 25, 4,D,    ,,2006,,
2.0,BOB,MALA,2006-04-25 00:00:00,300,9.5,90.5,1.5, 996, 25, 4,D,    ,,2006,,
2.0,BOB,MALA,2006-04-25 00:00:00,600,9.5,90.5,1.5, 996, 25, 4,D,    ,,2006,,
2.0,BOB,MALA,2006-04-25 00:00:00,900,9.5,90,2.0, 996, 30, 4,DD,    ,,2006,,
2.0,BOB,MALA,2006-04-25 00:00:00,1200,10.0,89.5,2.5, 996, 35, 5,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-25 00:00:00,1500,10.0,89.5,2.5, 996, 35, 5,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-25 00:00:00,1800,10.0,89.5,2.5, 996, 35, 5,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-25 00:00:00,2100,10.0,89.5,2.5, 996, 35, 5,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,0,10.5,89,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,300,10.5,89,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,600,11.0,89,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,900,11.0,89.5,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,1200,11.5,90,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,1500,12.0,90.5,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,1800,12.0,90.5,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-26 00:00:00,2100,12.0,90.5,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,0,12.0,90.5,3.0, 994, 45, 6,CS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,300,12.5,90.5,3.5, 990, 55, 8,SCS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,600,12.5,90.5,3.5, 990, 55,10,SCS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,900,12.5,90.5,3.5, 990, 55,10,SCS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,1200,13.0,90.5,4.0, 984, 65,14,VSCS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,1500,13.0,90.5,4.0, 984, 65,20,VSCS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,1800,13.0,90.5,4.0, 984, 65,22,VSCS,    ,,2006,,
2.0,BOB,MALA,2006-04-27 00:00:00,2100,13.5,90.5,4.0, 984, 65,22,VSCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,0,14.0,91,4.0, 984, 65,22,VSCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,300,14.5,91.5,4.5, 976, 80,30,VSCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,600,15.0,92,5.0, 964, 90,40,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,900,15.3,92.3,5.5, 954,100,52,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,1200,15.5,92.5,5.5, 954,100,52,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,1500,16.0,93,5.5, 954,100,52,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,1800,16.0,93,5.5, 954,100,52,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-28 00:00:00,2100,16.5,93.5,5.5, 954,100,52,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-29 00:00:00,0,16.5,93.5,5.5, 954,100,52,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-29 00:00:00,300,17.0,94,5.5, 954,100,52,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-29 00:00:00,600,17.5,94.5,5.0, 966, 90,40,ESCS,    ,,2006,,
2.0,BOB,MALA,2006-04-29 00:00:00,900,18.0,95,-,-,-,-,SCS,OVER LAND,,2006,,
2.0,BOB,MALA,2006-04-29 00:00:00,1200,18.5,95.5,-,-,-,-,SCS,OVER LAND,,2006,,
2.0,BOB,MALA,2006-04-29 00:00:00,1500,18.5,95.5,-,-,-,-,SCS,OVER LAND,,2006,,
2.0,BOB,MALA,2006-04-29 00:00:00,1800,19.0,96,-,-,-,-,CS,OVER LAND,,2006,,
3.0,BOB,,2006-07-02 00:00:00,0,20.0,89.5,1.5, 990, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-02 00:00:00,300,20.5,89,2.0, 988, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-02 00:00:00,600,20.5,89,2.0, 988, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-02 00:00:00,900,20.5,88.5,2.0, 988, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-02 00:00:00,1200,20.5,88,2.0, 988, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-02 00:00:00,1500,20.5,87,2.0, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-02 00:00:00,1800,20.5,86,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-02 00:00:00,2100,20.5,86,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,0,20.5,85.5,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,300,20.5,85.5,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,600,20.5,85.5,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,900,21.0,84.5,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,1200,21.0,84,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,1500,21.0,83.5,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,1800,21.0,83,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-03 00:00:00,2100,21.0,82.5,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,0,21.0,82,-, 982, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,300,21.5,81.5,-, 984, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,600,21.5,81,-, 986, 30, 5,DD,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,900,21.5,80,-, 988, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,1200,21.5,79.5,-, 990, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,1500,21.5,79,-, 990, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,1800,21.5,78.5,-, 990, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-04 00:00:00,2100,21.5,78,-, 990, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-05 00:00:00,0,21.5,78,-, 990, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-05 00:00:00,300,22.0,77.5,-, 990, 25,4,D,    ,,2006,,
3.0,BOB,,2006-07-05 00:00:00,600,22.0,77.5,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-02 00:00:00,300,20.5,87.5,1.5, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-02 00:00:00,600,20.5,87.5,1.5, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-02 00:00:00,900,20.0,87,2.0, 988, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-02 00:00:00,1200,20.0,86.5,2.0, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-02 00:00:00,1500,20.0,86.5,2.0, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-02 00:00:00,1800,20.0,86,2.0, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-02 00:00:00,2100,20.0,85.5,2.0, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-03 00:00:00,300,19.5,85,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-03 00:00:00,600,19.5,85,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-03 00:00:00,900,19.5,84.5,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-03 00:00:00,1200,19.5,84,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-03 00:00:00,1500,19.5,84,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-03 00:00:00,1800,19.5,83.5,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-03 00:00:00,2100,19.5,83,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,0,19.5,83,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,300,20.0,82.5,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,600,20.0,82.5,-, 986, 30, 5,DD,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,900,20.5,82,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,1200,21.0,81,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,1500,21.0,81,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,1800,21.0,81,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-04 00:00:00,2100,21.0,81,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-05 00:00:00,0,21.0,80.5,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-05 00:00:00,300,21.0,80,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-05 00:00:00,600,21.0,79.5,-, 990, 25,4,D,    ,,2006,,
4.0,BOB,,2006-08-05 00:00:00,900,21.0,79.5,-, 990, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-12 00:00:00,300,21.0,88,1.5, 992, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-12 00:00:00,600,21.0,88,1.5, 992, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-12 00:00:00,900,21.0,87.5,1.5, 992, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-12 00:00:00,1200,21.0,87.5,1.5, 992, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-12 00:00:00,1500,22.0,86.5,-, 992, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-12 00:00:00,1800,22.0,85,-, 992, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-12 00:00:00,2100,22.0,83.5,-, 992, 25,4,D,    ,,2006,,
5.0,BOB,,2006-08-13 00:00:00,0,22.0,82.5,-, 992, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-16 00:00:00,300,20.5,88,1.5, 990, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-16 00:00:00,600,20.5,87.5,1.5, 990, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-16 00:00:00,900,20.5,87.5,1.5, 990, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-16 00:00:00,1200,20.5,87,1.5, 990, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-16 00:00:00,1500,20.5,86.5,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-16 00:00:00,1800,20.5,86,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-16 00:00:00,2100,21.0,85,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,0,21.5,84.5,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,300,22.0,83.5,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,600,22.0,83.5,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,900,22.5,83,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,1200,22.5,81,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,1500,22.5,81,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,1800,22.5,80.5,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-17 00:00:00,2100,22.5,80,-, 988, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-18 00:00:00,0,22.5,79,-, 990, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-18 00:00:00,300,23.0,78,-, 992, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-18 00:00:00,600,23.0,77.5,-, 994, 25,4,D,    ,,2006,,
6.0,BOB,,2006-08-18 00:00:00,900,23.5,77,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-29 00:00:00,300,20.5,87.5,1.5, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-29 00:00:00,600,20.5,86.5,1.5, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-29 00:00:00,900,21.0,85,1.5, 990, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-29 00:00:00,1200,21.0,84.5,-, 990, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-29 00:00:00,1500,21.0,84.5,-, 990, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-29 00:00:00,1800,21.0,84,-, 990, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-29 00:00:00,2100,21.0,83.5,-, 990, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,0,21.0,83,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,300,22.0,83,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,600,22.5,82.5,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,900,22.5,81.5,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,1200,22.5,81,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,1500,22.5,81,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,1800,22.5,81,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-30 00:00:00,2100,22.5,80.5,-, 992, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,0,23.0,80,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,300,23.5,79,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,600,24.0,78,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,900,24.0,78,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,1200,24.0,78,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,1500,24.0,78,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,1800,24.5,77.5,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-08-31 00:00:00,2100,25.0,77,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-09-01 00:00:00,0,25.5,77,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-09-01 00:00:00,300,26.0,76.5,-, 994, 25,4,D,    ,,2006,,
7.0,BOB,,2006-09-01 00:00:00,600,26.0,76.5,-, 994, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-03 00:00:00,300,20,90,1.5,994, 25,4,D,,,2006,,
8.0,BOB,,2006-09-03 00:00:00,600,20.5,89.5,1.5,994, 25,4,D,,,2006,,
8.0,BOB,,2006-09-03 00:00:00,900,20.6,89,1.5,994, 25,4,D,,,2006,,
8.0,BOB,,2006-09-03 00:00:00,1200,20.5,88.5,1.5, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-03 00:00:00,1500,20.5,88,1.5, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-03 00:00:00,1800,20.5,87.5,1.5, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-03 00:00:00,2100,20.5,87.5,1.5, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,0,21.0,87,1.5, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,300,21.0,86.5,-, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,600,21.5,85.5,-, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,900,21.5,85,-, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,1200,22.0,84.5,-, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,1500,22.0,84.5,-, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,1800,22.0,84.5,-, 992, 25,4,D,    ,,2006,,
8.0,BOB,,2006-09-04 00:00:00,2100,22.0,84.5,-, 994, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-21 00:00:00,300,23.0,86.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-21 00:00:00,600,23.0,86.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-21 00:00:00,900,23.0,86.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-21 00:00:00,1200,23.0,86.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-21 00:00:00,1500,23.0,86.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-21 00:00:00,1800,23.0,86.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-21 00:00:00,2100,23.0,86.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,0,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,300,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,600,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,900,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,1200,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,1500,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,1800,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-22 00:00:00,2100,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,0,23.5,86,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,300,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,600,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,900,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,1200,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,1500,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,1800,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-23 00:00:00,2100,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
9.0,LAND,,2006-09-24 00:00:00,0,23.5,85.5,-, 996, 25,4,D,    ,,2006,,
10.0,ARB,MUKDA,2006-09-21 00:00:00,300,19.5,66,1.5,1004, 25, 4,D,    ,,2006,,
10.0,ARB,MUKDA,2006-09-21 00:00:00,600,19.5,66,2.0,1002, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-21 00:00:00,900,19.5,66,2.0,1000, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-21 00:00:00,1200,19.5,66,2.0,1000, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-21 00:00:00,1500,19.5,66,2.0,1000, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-21 00:00:00,1800,19.5,66,2.0,1000, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-21 00:00:00,2100,19.5,66,2.0, 998, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,0,20.0,66,2.5, 996, 40, 6,CS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,300,20.0,66,3.0, 994, 45, 6,CS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,600,20.0,66,3.0, 994, 45, 6,CS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,900,20.0,66,3.0, 994, 45, 8,CS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,1200,20.5,66.5,3.0, 994, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,1500,20.5,66.5,3.0, 992, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,1800,20.5,66.5,3.0, 990, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-22 00:00:00,2100,20.5,66.5,3.0, 988, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,0,21.0,67,3.0, 988, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,300,21.0,67,3.0, 988, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,600,21.0,67,3.0, 988, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,900,21.0,67,3.0, 988, 45,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,1200,21.0,67,3.0, 988, 50,10,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,1500,21.0,67,3.5, 990, 55,15,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,1800,21.0,67,3.5, 992, 50,15,SCS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-23 00:00:00,2100,21.0,67,3.0, 994, 45,10,CS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-24 00:00:00,0,21.0,67,3.0, 994, 40,10,CS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-24 00:00:00,300,21.0,67,2.0, 996, 35, 8,CS,    ,,2006,,
10.0,ARB,MUKDA,2006-09-24 00:00:00,600,21.0,67,2.0,1000, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-24 00:00:00,900,21.0,67,2.0,1002, 30, 5,DD,    ,,2006,,
10.0,ARB,MUKDA,2006-09-24 00:00:00,1200,21.0,67,1.5,1004, 25, 4,D,    ,,2006,,
11.0,BOB,,2006-09-28 00:00:00,900,18.0,89,1.5,1002, 25,4,D,    ,,2006,,
11.0,BOB,,2006-09-28 00:00:00,1200,18.5,88.5,1.5,1002, 25,4,D,    ,,2006,,
