Serial Number,Basin of origin,Name,Date,Time,Latitude,Longitude,CI No,Estimated Central Pressure (hPa),Maximum Sustained Surface Wind (kt),Pressure_drop_(hPa),Grade,outermost_closed_isobar_(hPa),diameter_size_of_outermost_closed_isobar,Year,Unnamed: 15,Unnamed: 16
1.0,BOB,,1982-05-01 00:00:00,300,14.0,82.5,1.5,,25,3,D,,,1982,,
1.0,BOB,,1982-05-01 00:00:00,600,14.5,82.5,2.0,,30,5,DD,,,1982,,
1.0,BOB,,1982-05-01 00:00:00,1200,15.0,82,2.5,,35,6,CS,,,1982,,
1.0,BOB,,1982-05-01 00:00:00,1800,15.5,82.5,2.5,,40,8,CS,,,1982,,
1.0,BOB,,1982-05-02 00:00:00,0,16.0,83,3.0,,45,10,CS,,,1982,,
1.0,BOB,,1982-05-02 00:00:00,300,16.5,83.5,3.0,,45,10.04265026780401,CS,,,1982,,
1.0,BOB,,1982-05-02 00:00:00,600,16.5,84,3.5,,50,12.39833366395557,SCS,,,1982,,
1.0,BOB,,1982-05-02 00:00:00,1200,16.5,84.5,3.5,,55,15.00198373338623,SCS,,,1982,,
1.0,BOB,,1982-05-02 00:00:00,1800,17.0,85,3.5,,55,15.00198373338623,SCS,,,1982,,
1.0,BOB,,1982-05-03 00:00:00,0,17.0,86,3.5,,60,17.85360047609601,SCS,,,1982,,
1.0,BOB,,1982-05-03 00:00:00,300,17.0,86.5,4.0,,65,20.9531838920849,VSCS,,,1982,,
1.0,BOB,,1982-05-03 00:00:00,600,17.5,87.5,4.5,,80,31.73973417972625,VSCS,,,1982,,
1.0,BOB,,1982-05-03 00:00:00,1200,17.5,88.5,5.0,,90,40.17060107121603,VSCS,,,1982,,
1.0,BOB,,1982-05-03 00:00:00,1800,17.5,90,5.5,,105,54.67665145804404,VSCS,,,1982,,
1.0,BOB,,1982-05-04 00:00:00,0,17.5,91,6.0,,115,65.58718508232494,VSCS,,,1982,,
1.0,BOB,,1982-05-04 00:00:00,300,17.5,91.5,6.0,,115,65.58718508232494,VSCS,,,1982,,
1.0,BOB,,1982-05-04 00:00:00,600,17.5,92,6.0,,115,65.58718508232494,VSCS,,,1982,,
1.0,BOB,,1982-05-04 00:00:00,1200,17.5,93.5,6.0,,115,65.58718508232494,VSCS,,,1982,,
1.0,BOB,,1982-05-04 00:00:00,1800,17.3,94.5,-,,115,65.58718508232494,VSCS,,,1982,,
1.0,BOB,,1982-05-05 00:00:00,300,17.2,98.5,-,,30,4.463400119024003,DD,,,1982,,
2.0,BOB,,1982-05-31 00:00:00,1200,14.5,91.5,1.5,990,25,3.099583415988891,D,,,1982,,
2.0,BOB,,1982-05-31 00:00:00,1800,19.0,91.3,2.0,988,30,4.463400119024003,DD,,,1982,,
2.0,BOB,,1982-06-01 00:00:00,0,15.5,91,2.5,986,35,6.075183495338227,CS,,,1982,,
2.0,BOB,,1982-06-01 00:00:00,300,16.0,91,2.5,984,40,7.934933544931562,CS,,,1982,,
2.0,BOB,,1982-06-01 00:00:00,600,16.5,91,2.5,984,40,7.934933544931562,CS,,,1982,,
2.0,BOB,,1982-06-01 00:00:00,1200,16.5,90.5,2.5,984,40,7.934933544931562,CS,,,1982,,
2.0,BOB,,1982-06-01 00:00:00,1800,17.0,90,2.5,984,40,7.934933544931562,CS,,,1982,,
2.0,BOB,,1982-06-02 00:00:00,0,19.0,88.5,2.5,984,40,7.934933544931562,CS,,,1982,,
2.0,BOB,,1982-06-02 00:00:00,300,17.5,89.5,3.0,982,45,10.04265026780401,CS,,,1982,,
2.0,BOB,,1982-06-02 00:00:00,600,17.5,89.5,3.5,982,45,10.04265026780401,CS,,,1982,,
2.0,BOB,,1982-06-02 00:00:00,1200,18.0,89,3.0,982,45,10.04265026780401,SCS,,,1982,,
2.0,BOB,,1982-06-02 00:00:00,1800,18.5,88.5,3.0,979,50,13,SCS,,,1982,,
2.0,BOB,,1982-06-03 00:00:00,0,19.0,88.5,3.5,976,55,16,SCS,,,1982,,
2.0,BOB,,1982-06-03 00:00:00,300,19.0,88,4.0,972,65,22,VSCS,,,1982,,
2.0,BOB,,1982-06-03 00:00:00,600,19.5,87.5,4.5,960,80,31.73973417972625,VSCS,,,1982,,
2.0,BOB,,1982-06-03 00:00:00,900,19.5,87.5,5.0,952,90,40.17060107121603,VSCS,,,1982,,
2.0,BOB,,1982-06-03 00:00:00,1200,20.0,87,5.0,952,90,40,VSCS,,,1982,,
2.0,BOB,,1982-06-03 00:00:00,1800,21.0,86.5,5.0,952,90,40.17060107121603,VSCS,,,1982,,
2.0,BOB,,1982-06-04 00:00:00,0,21.5,86,4.0,970,65,22,VSCS,,,1982,,
2.0,BOB,,1982-06-04 00:00:00,300,22.0,85.5,3.0,982,45,10,CS,,,1982,,
2.0,BOB,,1982-06-04 00:00:00,600,22.5,85,2.5,986,35,6,CS,,,1982,,
2.0,BOB,,1982-06-04 00:00:00,1200,23.0,84,2.0,988,30,4.463400119024003,DD,,,1982,,
2.0,BOB,,1982-06-04 00:00:00,1800,24.0,82.5,2.0,988,30,4.463400119024003,DD,,,1982,,
2.0,BOB,,1982-06-05 00:00:00,0,24.5,81,1.5,990,25,3,D,,,1982,,
2.0,BOB,,1982-06-05 00:00:00,300,25,81.5,1.5,991,20,3,D,,,1982,,
3.0,BOB,,1982-07-18 00:00:00,300,18.0,88,1.5,,25,4,D,,,1982,,
3.0,BOB,,1982-07-18 00:00:00,1200,18.3,87,2.0,,30,5,DD,,,1982,,
3.0,BOB,,1982-07-18 00:00:00,1800,18.4,86.5,2.0,,30,5,DD,,,1982,,
3.0,BOB,,1982-07-19 00:00:00,0,18.5,86,2.0,,30,5,DD,,,1982,,
3.0,BOB,,1982-07-19 00:00:00,300,18.5,86,2.0,,30,5,DD,,,1982,,
3.0,BOB,,1982-07-19 00:00:00,600,18.7,85.8,2.0,,30,5,DD,,,1982,,
3.0,BOB,,1982-07-19 00:00:00,1200,19.0,85.5,1.5,,25,4,D,,,1982,,
3.0,BOB,,1982-07-20 00:00:00,0,19.5,85,1.5,,20,3,D,,,1982,,
4.0,BOB,,1982-08-12 00:00:00,300,20.0,88.5,1.5,,25,3.099583415988891,D,,,1982,,
4.0,BOB,,1982-08-12 00:00:00,1200,20.5,87.5,1.5,,25,3.099583415988891,D,,,1982,,
4.0,BOB,,1982-08-12 00:00:00,1800,20.5,87,1.5,,25,3.099583415988891,D,,,1982,,
5.0,BOB,,1982-08-18 00:00:00,300,21.0,88,,,25,3,D,,,1982,,
5.0,BOB,,1982-08-18 00:00:00,1200,21.5,87.5,,,25,3,D,,,1982,,
5.0,BOB,,1982-08-19 00:00:00,300,22.0,86.5,-,,25,3,D,,,1982,,
5.0,BOB,,1982-08-19 00:00:00,1200,22.2,86,-,,25,3,D,,,1982,,
6.0,BOB,,1982-08-27 00:00:00,300,19.0,88.5,1.5,,25,3,D,,,1982,,
6.0,BOB,,1982-08-27 00:00:00,1200,20.0,88,1.5,,25,4,D,,,1982,,
6.0,BOB,,1982-08-28 00:00:00,300,21.0,88,1.5,,25,4,D,,,1982,,
6.0,BOB,,1982-08-28 00:00:00,1200,21.2,87.7,1.5,,25,4,D,,,1982,,
6.0,BOB,,1982-08-29 00:00:00,300,20.5,85.5,1.5,,25,4,D,,,1982,,
6.0,BOB,,1982-08-29 00:00:00,1200,21.0,85,1.5,,25,4,D,,,1982,,
6.0,BOB,,1982-08-30 00:00:00,300,22.0,85,1.5,,25,4,D,,,1982,,
6.0,BOB,,1982-08-30 00:00:00,1200,23.0,85,1.5,,25,4,D,,,1982,,
6.0,BOB,,1982-08-31 00:00:00,300,24.0,84.5,,,25,4,D,,,1982,,
6.0,BOB,,1982-08-31 00:00:00,1200,25.0,82,,,25,4,D,,,1982,,
6.0,BOB,,1982-09-01 00:00:00,300,25.0,81.5,,,20,3,D,,,1982,,
6.0,BOB,,1982-09-01 00:00:00,1200,25.0,81.3,,,20,3,D,,,1982,,
6.0,BOB,,1982-09-02 00:00:00,300,25.0,81,,,20,3,D,,,1982,,
6.0,BOB,,1982-09-02 00:00:00,1200,25.5,80,,,20,3,D,,,1982,,
7.0,BOB,,1982-09-09 00:00:00,300,18.0,89,1.5,,25,3,D,,,1982,,
7.0,BOB,,1982-09-09 00:00:00,1200,18.5,87,1.5,,25,3,D,,,1982,,
7.0,BOB,,1982-09-10 00:00:00,300,20.5,85.5,1.5,,25,3,D,,,1982,,
8.0,BOB,,1982-09-29 00:00:00,0,22.0,91.5,2.0,,30,3,DD,,,1982,,
8.0,BOB,,1982-09-29 00:00:00,300,22.5,92,,,30,3,DD,,,1982,,
9.0,BOB,,1982-10-15 00:00:00,300,15.5,86.5,2.0,,30,5,DD,,,1982,,
9.0,BOB,,1982-10-15 00:00:00,1200,16.0,85.5,2.5,,35,7,CS,,,1982,,
9.0,BOB,,1982-10-15 00:00:00,1800,16.3,84.5,3.0,,45,10,CS,,,1982,,
9.0,BOB,,1982-10-16 00:00:00,0,16.5,83.5,3.5,,55,16,SCS,,,1982,,
9.0,BOB,,1982-10-16 00:00:00,300,16.5,83,3.0,,50,14,SCS,,,1982,,
9.0,BOB,,1982-10-16 00:00:00,1200,17.0,82.5,2.5,,40,8,CS,,,1982,,
9.0,BOB,,1982-10-16 00:00:00,1800,17.1,82.5,1.5,,25,4,DD,,,1982,,
10.0,BOB,,1982-10-16 00:00:00,1200,9.4,84,1.5,990,25,3,D,,,1982,,
10.0,BOB,,1982-10-17 00:00:00,1200,11.0,82.5,2.0,992,30,4,DD,,,1982,,
10.0,BOB,,1982-10-17 00:00:00,1800,12.0,82,2.5,994,35,6,CS,,,1982,,
10.0,BOB,,1982-10-18 00:00:00,0,12.5,81.5,3.0,986,50,14,SCS,,,1982,,
10.0,BOB,,1982-10-18 00:00:00,300,12.7,81.5,3.5,982,55,18,SCS,,,1982,,
10.0,BOB,,1982-10-18 00:00:00,1200,14.0,80.5,3.5,982,55,18,SCS,,,1982,,
10.0,BOB,,1982-10-18 00:00:00,1800,14.5,80,3.0,986,50,14,SCS,,,1982,,
10.0,BOB,,1982-10-19 00:00:00,0,15.0,79.5,,995,30,5,DD,,,1982,,
10.0,BOB,,1982-10-19 00:00:00,300,15.0,79,,996,30,4,DD,,,1982,,
10.0,BOB,,1982-10-19 00:00:00,1200,16.0,78.5,,997,25,3,D,,,1982,,
10.0,BOB,,1982-10-20 00:00:00,300,17.0,78.5,,998,20,3,D,,,1982,,
10.0,BOB,,1982-10-20 00:00:00,1200,18.0,78.3,,998,20,3,D,,,1982,,
10.0,BOB,,1982-10-21 00:00:00,300,19.0,79.2,,998,20,3,D,,,1982,,
10.0,BOB,,1982-10-21 00:00:00,1200,21.0,81,,998,20,3,D,,,1982,,
11.0,BOB,,1982-11-28 00:00:00,300,7.0,88,1.5,,25,3,D,,,1982,,
11.0,BOB,,1982-11-28 00:00:00,1200,7.5,85.5,2.0,,30,5,DD,,,1982,,
11.0,BOB,,1982-11-29 00:00:00,300,8.5,83.5,1.5,,25,4,D,,,1982,,
12.0,BOB,,1982-12-02 00:00:00,1200,7.5,84,1.5,,25,3,,,,1982,,
12.0,BOB,,1982-12-03 00:00:00,300,9.0,82,1.5,,25,3,,,,1982,,
12.0,BOB,,1982-12-03 00:00:00,1200,9.5,79.5,1.5,,25,3,,,,1982,,
12.0,BOB,,1982-12-04 00:00:00,0,9.7,79,1.5,,25,3,,,,1982,,
13.0,ARB,,1982-07-15 00:00:00,300,20.5,69,1.5,,25,3,D,,,1982,,
13.0,ARB,,1982-07-15 00:00:00,1200,21.0,68,1.5,,25,3,D,,,1982,,
13.0,ARB,,1982-07-16 00:00:00,300,22.5,67,1.5,,25,3,D,,,1982,,
14.0,ARB,,1982-10-01 00:00:00,300,13.5,71,1.5,,25,3,D,,,1982,,
14.0,ARB,,1982-10-01 00:00:00,1200,14.0,70,2.0,,30,5,DD,,,1982,,
14.0,ARB,,1982-10-02 00:00:00,300,14.5,69,1.5,,25,3,D,,,1982,,
15.0,ARB,,1982-11-04 00:00:00,1200,11.5,66,1.5,999,25,3,D,,,1982,,
15.0,ARB,,1982-11-05 00:00:00,0,11.7,65.7,2.0,997,30,5,DD,,,1982,,
15.0,ARB,,1982-11-05 00:00:00,300,12.5,65,2.5,995,35,7,CS,,,1982,,
15.0,ARB,,1982-11-05 00:00:00,1200,13.0,65,2.5,994,40,8,CS,,,1982,,
15.0,ARB,,1982-11-06 00:00:00,0,13.5,65.3,3.0,992,45,10,CS,,,1982,,
15.0,ARB,,1982-11-06 00:00:00,300,14.0,65.5,3.5,986,55,16,SCS,,,1982,,
15.0,ARB,,1982-11-06 00:00:00,1200,14.5,66,3.5,982,60,18,SCS,,,1982,,
15.0,ARB,,1982-11-07 00:00:00,300,15.5,66.5,3.5,982,60,20,SCS,,,1982,,
15.0,ARB,,1982-11-07 00:00:00,1200,16.5,67.5,4.0,980,65,22,VSCS,,,1982,,
15.0,ARB,,1982-11-08 00:00:00,300,18.5,70,4.5,970,80,30,VSCS,,,1982,,
15.0,ARB,,1982-11-08 00:00:00,1200,20.5,70.5,5.0,962,90,40,ESCS,,,1982,,
15.0,ARB,,1982-11-09 00:00:00,0,22.5,73,,990,50,12,SCS,,,1982,,
15.0,ARB,,1982-11-09 00:00:00,300,23.0,73.5,,995,35,7,CS,,,1982,,
15.0,ARB,,1982-11-09 00:00:00,1200,23.5,75,,999,25,3,D,,,1982,,
16.0,ARB,,1982-11-28 00:00:00,1200,9.0,67,1.5,,25,3,D,,,1982,,
16.0,ARB,,1982-11-29 00:00:00,300,11.0,67.5,2.0,,30,5,DD,,,1982,,
16.0,ARB,,1982-11-29 00:00:00,600,11.5,68,1.5,,25,3,D,,,1982,,
17.0,LAND,,1982-06-17 00:00:00,300,23.0,90,,,25,3,D,,,1982,,
17.0,LAND,,1982-06-17 00:00:00,1200,23.5,90.5,,,25,3,D,,,1982,,
17.0,LAND,,1982-06-18 00:00:00,300,25.0,92,,,25,3,D,,,1982,,
18.0,LAND,,1982-08-02 00:00:00,300,23.0,90,,,25,3,D,,,1982,,
18.0,LAND,,1982-08-02 00:00:00,1200,23.0,90,,,25,3,D,,,1982,,
18.0,LAND,,1982-08-03 00:00:00,300,25.0,90,,,25,3,D,,,1982,,
18.0,LAND,,1982-08-03 00:00:00,1200,25.5,90.5,,,25,3,D,,,1982,,
18.0,LAND,,1982-08-04 00:00:00,300,25.7,89.5,,,25,3,D,,,1982,,
19.0,LAND,,1982-08-25 00:00:00,300,26.0,80,,,25,3,D,,,1982,,
1.0,BOB,,1986-01-07 00:00:00,1200,5.5,83,2,,30,4.463400119024003,DD,,,1986,,
1.0,BOB,,1986-01-08 00:00:00,300,6.0,82.5,2,,30,4.463400119024003,DD,,,1986,,
1.0,BOB,,1986-01-08 00:00:00,1200,6.0,82.5,1.5,,25,3.099583415988891,D,,,1986,,
2.0,LAND,,1986-07-22 00:00:00,300,22.7,82.8,1.5,,25,3.099583415988891,D,,,1986,,
2.0,LAND,,1986-07-22 00:00:00,1200,22.8,82.3,1.5,,25,3.099583415988891,D,,,1986,,
2.0,LAND,,1986-07-23 00:00:00,300,22.8,79.4,1.5,,25,3.099583415988891,D,,,1986,,
3.0,LAND,,1986-08-08 00:00:00,300,21.9,73.1,,,0,0,D,,,1986,,
3.0,LAND,,1986-08-08 00:00:00,1200,22,71.5,,,0,0,D,,,1986,,
3.0,LAND,,1986-08-09 00:00:00,300,22.0,70,,,0,0,D,,,1986,,
3.0,LAND,,1986-08-09 00:00:00,600,22.2,69,,,0,0,D,,,1986,,
3.0,LAND,,1986-08-09 00:00:00,1200,22.5,68,,,0,,,,,1986,,
3.0,LAND,,1986-08-10 00:00:00,300,23.0,66.5,,,0,,,,,1986,,
3.0,LAND,,1986-08-10 00:00:00,1200,23.5,66.5,,,0,,,,,1986,,
4.0,BOB,,1986-08-10 00:00:00,1200,18.0,88,1.5,,25,3.099583415988891,D,,,1986,,
4.0,BOB,,1986-08-11 00:00:00,300,18.0,86.5,1.5,,25,3.099583415988891,D,,,1986,,
4.0,BOB,,1986-08-11 00:00:00,1200,18.0,85.5,1.5,,25,3.099583415988891,D,,,1986,,
4.0,BOB,,1986-08-12 00:00:00,300,18.0,84.5,1.5,,25,3.099583415988891,D,,,1986,,
4.0,BOB,,1986-08-12 00:00:00,1200,18.7,84,2,,30,4.463400119024003,DD,,,1986,,
4.0,BOB,,1986-08-13 00:00:00,300,19.4,83.4,2,,30,4.463400119024003,DD,,,1986,,
4.0,BOB,,1986-08-13 00:00:00,1200,20.4,82.7,1.5,,25,3.099583415988891,D,,,1986,,
4.0,BOB,,1986-08-14 00:00:00,300,21.3,81.9,1.5,,25,3.099583415988891,D,,,1986,,
4.0,BOB,,1986-08-14 00:00:00,1200,22.3,80.8,1.5,,25,3.099583415988891,D,,,1986,,
5.0,BOB,,1986-08-19 00:00:00,300,21.2,88,1.5,,25,3.099583415988891,D,,,1986,,
5.0,BOB,,1986-08-19 00:00:00,1200,21.3,87.3,1.5,,25,3.099583415988891,D,,,1986,,
5.0,BOB,,1986-08-20 00:00:00,300,21.5,86.1,1.5,,25,3.099583415988891,D,,,1986,,
5.0,BOB,,1986-08-20 00:00:00,1200,22.1,85.4,1.5,,25,3.099583415988891,D,,,1986,,
6.0,BOB,,1986-09-24 00:00:00,300,20.5,88,1.5,,25,3.099583415988891,D,,,1986,,
6.0,BOB,,1986-09-25 00:00:00,300,21.0,87.5,1.5,,25,3.099583415988891,D,,,1986,,
6.0,BOB,,1986-09-25 00:00:00,1200,21.5,86.7,1.5,,25,3.099583415988891,D,,,1986,,
6.0,BOB,,1986-09-26 00:00:00,300,22.3,87.2,1.5,,25,3.099583415988891,D,,,1986,,
6.0,BOB,,1986-09-26 00:00:00,1200,23.5,86.5,1.5,,25,3.099583415988891,D,,,1986,,
7.0,BOB,,1986-11-07 00:00:00,300,14.0,82,1.5,,25,3.099583415988891,D,,,1986,,
7.0,BOB,,1986-11-07 00:00:00,1200,15.0,82,1.5,,25,3.099583415988891,D,,,1986,,
7.0,BOB,,1986-11-08 00:00:00,300,18.5,85,1.5,,25,3.099583415988891,D,,,1986,,
7.0,BOB,,1986-11-08 00:00:00,1200,19.5,86,2,,30,4.463400119024003,DD,,,1986,,
7.0,BOB,,1986-11-09 00:00:00,300,21.7,89.5,3,,45,10.04265026780401,CS,,,1986,,
7.0,BOB,,1986-11-09 00:00:00,1200,23.1,90.9,1.5,,25,3.099583415988891,D,,,1986,,
8.0,ARB,,1986-11-09 00:00:00,300,12.5,70,2,,30,4.463400119024003,DD,,,1986,,
8.0,ARB,,1986-11-09 00:00:00,1200,12.0,68.5,2,,30,4.463400119024003,DD,,,1986,,
8.0,ARB,,1986-11-10 00:00:00,300,11.5,65,2,,30,4.463400119024003,DD,,,1986,,
8.0,ARB,,1986-11-10 00:00:00,1200,12.0,63,1.5,,25,3.099583415988891,D,,,1986,,
1.0,BOB,,1987-01-30 00:00:00,300,5.5,88.5,1.5,999,25,3,D,,,1987,,
1.0,BOB,,1987-01-30 00:00:00,1200,6.0,88.5,1.5,998,25,4,D,,,1987,,
1.0,BOB,,1987-01-31 00:00:00,0,6.5,87.5,2.0,996,30,5,DD,,,1987,,
1.0,BOB,,1987-01-31 00:00:00,300,7.0,87,2.0,994,30,6,DD,,,1987,,
1.0,BOB,,1987-01-31 00:00:00,600,7.0,86.5,2.5,992,35,8,CS,,,1987,,
1.0,BOB,,1987-01-31 00:00:00,1200,7.5,86,3.0,988,45,12,CS,,,1987,,
1.0,BOB,,1987-02-01 00:00:00,0,8.0,85.5,3.5,986,50,14,SCS,,,1987,,
1.0,BOB,,1987-02-01 00:00:00,300,8.0,85.5,3.5,984,55,16,SCS,,,1987,,
1.0,BOB,,1987-02-01 00:00:00,600,8.5,85.5,4.0,978,65,22,VSCS,,,1987,,
1.0,BOB,,1987-02-01 00:00:00,1200,10.0,86,4.0,974,70,30,VSCS,,,1987,,
1.0,BOB,,1987-02-02 00:00:00,0,12.5,87,4.0,970,75,30,VSCS,,,1987,,
1.0,BOB,,1987-02-02 00:00:00,3000,13.0,87.5,4.0,970,75,30,VSCS,,,1987,,
1.0,BOB,,1987-02-02 00:00:00,600,13.5,88,4.0,970,75,30,VSCS,,,1987,,
1.0,BOB,,1987-02-02 00:00:00,1200,14.5,88.5,4.0,974,70,26,VSCS,,,1987,,
1.0,BOB,,1987-02-02 00:00:00,1800,15.0,89,3.5,980,60,20,SCS,,,1987,,
1.0,BOB,,1987-02-03 00:00:00,0,15.5,89.5,3.0,986,50,14,SCS,,,1987,,
1.0,BOB,,1987-02-03 00:00:00,300,16.0,89.5,2.5,992,40,8,CS,,,1987,,
1.0,BOB,,1987-02-03 00:00:00,1200,17.0,90,2.0,994,30,6,DD,,,1987,,
1.0,BOB,,1987-02-04 00:00:00,0,19.0,90.5,2.0,996,30,5,DD,,,1987,,
1.0,BOB,,1987-02-04 00:00:00,300,19.5,91,1.5,997,25,4,D,,,1987,,
1.0,BOB,,1987-02-04 00:00:00,600,20.0,91,1.5,998,25,3,D,,,1987,,
1.0,BOB,,1987-02-04 00:00:00,1200,21.0,91,1.5,998,25,3,D,,,1987,,
2.0,BOB,,1987-06-01 00:00:00,300,16.0,92,1.5,990,25,3,D,,,1987,,
2.0,BOB,,1987-06-01 00:00:00,1200,16.0,91,1.5,988,25,4,D,,,1987,,
2.0,BOB,,1987-06-02 00:00:00,300,16.5,90,1.5,988,25,4,D,,,1987,,
2.0,BOB,,1987-06-02 00:00:00,600,16.5,89,1.5,988,30,4,D,,,1987,,
2.0,BOB,,1987-06-02 00:00:00,1200,17.0,88,2.0,987,30,5,DD,,,1987,,
2.0,BOB,,1987-06-03 00:00:00,300,18.0,87.7,2.0,987,30,5,DD,,,1987,,
2.0,BOB,,1987-06-03 00:00:00,1200,19.0,88,2.0,986,30,6,DD,,,1987,,
2.0,BOB,,1987-06-04 00:00:00,0,20.0,90,2.5,984,35,7,CS,,,1987,,
2.0,BOB,,1987-06-04 00:00:00,300,20.5,90.5,2.5,984,35,7,CS,,,1987,,
2.0,BOB,,1987-06-04 00:00:00,600,21.0,90.5,2.5,984,40,7,CS,,,1987,,
2.0,BOB,,1987-06-04 00:00:00,1200,22.0,90.5,3.0,980,45,10,CS,,,1987,,
2.0,BOB,,1987-06-05 00:00:00,300,24.0,91.5,-,986,30,6,DD,,,1987,,
2.0,BOB,,1987-06-05 00:00:00,600,24.5,92,-,988,25,4,D,,,1987,,
3.0,BOB,,1987-08-26 00:00:00,300,24.0,90,-,990,25,4,D,,,1987,,
3.0,BOB,,1987-08-26 00:00:00,1200,24.5,88.5,-,990,25,4,D,,,1987,,
3.0,BOB,,1987-08-27 00:00:00,300,24.5,87.5,-,990,25,4,D,,,1987,,
3.0,BOB,,1987-08-27 00:00:00,1200,24.8,85.5,-,990,25,4,D,,,1987,,
3.0,BOB,,1987-08-28 00:00:00,300,23.5,84,-,990,25,4,D,,,1987,,
3.0,BOB,,1987-08-28 00:00:00,1200,24.0,82,-,990,25,3,D,,,1987,,
3.0,BOB,,1987-08-29 00:00:00,300,24.0,79.5,-,990,25,3,D,,,1987,,
3.0,BOB,,1987-08-29 00:00:00,1200,25.0,78.5,-,990,25,3,D,,,1987,,
4.0,BOB,,1987-09-11 00:00:00,1200,23.0,85.5,-,993,25,3,D,,,1987,,
4.0,BOB,,1987-09-12 00:00:00,300,23.5,84.5,-,993,25,3,D,,,1987,,
4.0,BOB,,1987-09-12 00:00:00,1200,24.0,84.5,-,993,25,3,D,,,1987,,
5.0,BOB,,1987-09-15 00:00:00,300,23.0,82,-,997,25,4,D,,,1987,,
5.0,BOB,,1987-09-15 00:00:00,1200,23.5,81.5,-,997,25,4,D,,,1987,,
5.0,BOB,,1987-09-16 00:00:00,300,23.7,80,-,997,25,4,D,,,1987,,
5.0,BOB,,1987-09-16 00:00:00,1200,24.5,78.5,-,998,25,3,D,,,1987,,
6.0,BOB,,1987-10-14 00:00:00,300,13.0,87.5,1.5,1000,25,3,D,,,1987,,
6.0,BOB,,1987-10-14 00:00:00,1200,14.0,86.5,2.0,998,30,5,DD,,,1987,,
6.0,BOB,,1987-10-15 00:00:00,300,14.5,83,2.5,996,35,6,CS,,,1987,,
6.0,BOB,,1987-10-15 00:00:00,1200,15.0,82,3.0,994,45,8,CS,,,1987,,
6.0,BOB,,1987-10-16 00:00:00,0,15.7,80.5,2.5,994,40,8,CS,,,1987,,
6.0,BOB,,1987-10-16 00:00:00,300,16.0,80,-,996,30,5,DD,,,1987,,
6.0,BOB,,1987-10-16 00:00:00,1200,16.5,78,-,997,25,3,D,,,1987,,
6.0,BOB,,1987-10-17 00:00:00,300,17.5,76,-,998,25,3,D,,,1987,,
6.0,BOB,,1987-10-17 00:00:00,1200,19.0,75,-,998,25,3,D,,,1987,,
6.0,BOB,,1987-10-18 00:00:00,300,20.5,74.5,-,998,20,3,D,,,1987,,
6.0,BOB,,1987-10-18 00:00:00,1200,22.0,76,-,998,20,3,D,,,1987,,
6.0,BOB,,1987-10-19 00:00:00,300,24.5,80,-,998,20,3,D,,,1987,,
6.0,BOB,,1987-10-19 00:00:00,1200,25.5,84,-,998,20,3,D,,,1987,,
7.0,BOB,,1987-10-31 00:00:00,300,11.5,86.5,1.5,997,25,3,D,,,1987,,
7.0,BOB,,1987-10-31 00:00:00,600,12.0,86,2.0,995,30,5,DD,,,1987,,
7.0,BOB,,1987-10-31 00:00:00,1200,12.5,85.5,2.5,993,35,7,CS,,,1987,,
7.0,BOB,,1987-10-31 00:00:00,1800,13.0,85.5,2.5,993,35,7,CS,,,1987,,
7.0,BOB,,1987-11-01 00:00:00,0,13.5,85,2.5,992,40,8,CS,,,1987,,
7.0,BOB,,1987-11-01 00:00:00,300,13.5,85,2.5,990,40,10,CS,,,1987,,
7.0,BOB,,1987-11-01 00:00:00,1200,13.5,84,3.0,988,45,12,CS,,,1987,,
7.0,BOB,,1987-11-01 00:00:00,1800,13.5,83.5,3.5,988,45,12,CS,,,1987,,
7.0,BOB,,1987-11-02 00:00:00,0,13.5,82.5,3.5,986,50,14,SCS,,,1987,,
7.0,BOB,,1987-11-02 00:00:00,300,13.5,82,3.5,984,55,16,SCS,,,1987,,
7.0,BOB,,1987-11-02 00:00:00,600,14.0,81.5,3.5,984,55,16,SCS,,,1987,,
7.0,BOB,,1987-11-02 00:00:00,1200,14.5,81,3.5,984,55,16,SCS,,,1987,,
7.0,BOB,,1987-11-02 00:00:00,1800,14.5,80.5,3.5,984,55,16,SCS,,,1987,,
7.0,BOB,,1987-11-03 00:00:00,0,14.5,79.5,-,986,50,14,SCS,,,1987,,
7.0,BOB,,1987-11-03 00:00:00,300,14.5,79,-,988,45,12,CS,,,1987,,
7.0,BOB,,1987-11-03 00:00:00,600,15.0,78.5,-,992,35,8,CS,,,1987,,
7.0,BOB,,1987-11-03 00:00:00,1200,15.5,78,-,996,25,4,D,,,1987,,
8.0,BOB,,1987-11-11 00:00:00,600,14.5,89,1.5,1002,25,3,D,,,1987,,
8.0,BOB,,1987-11-11 00:00:00,1200,14.5,88,1.5,1002,25,3,D,,,1987,,
8.0,BOB,,1987-11-11 00:00:00,1800,14.5,86.5,2.0,1000,30,5,DD,,,1987,,
8.0,BOB,,1987-11-12 00:00:00,0,14.5,85,2.0,1000,30,5,DD,,,1987,,
8.0,BOB,,1987-11-12 00:00:00,300,14.5,84.5,2.5,997,35,6,CS,,,1987,,
8.0,BOB,,1987-11-12 00:00:00,600,15.0,83,3.0,994,45,10,CS,,,1987,,
8.0,BOB,,1987-11-12 00:00:00,1200,15.5,82,3.5,990,55,15,SCS,,,1987,,
8.0,BOB,,1987-11-12 00:00:00,1800,15.7,81.5,3.5,992,50,13,SCS,,,1987,,
